Response_ID,Customer_Name,Age,Country,Overall_Satisfaction,Recommendation_Score,Music_Variety,Podcast_Availability,Pricing,App_Performance,Device_Used,Usage_Frequency,Wants_Customization,Additional_Feedback
4155,Billy Velazquez,51,United States Virgin Islands,3,0,1,2,Too Expensive,3,Mobile,Daily,No,
4156,Jared Marshall,27,Anguilla,4,0,2,2,Fair,4,Mobile,Daily,No,
4157,Paul Davis,50,Guadeloupe,5,5,1,3,Too Expensive,2,Mobile,Weekly,Yes,
4158,Tonya Mata,57,Guernsey,4,7,2,4,Fair,2,Mobile,Daily,Yes,
4159,Benjamin Gordon,20,French Guiana,3,5,3,5,Cheap,5,Mobile,Daily,Yes,
4160,Isabella Bishop,53,Oman,3,7,5,2,Cheap,2,Other,Daily,Yes,
4161,David Austin,20,Antarctica (the territory South of 60 deg S),3,0,4,4,Fair,1,Other,Daily,Yes,
4162,Richard Hernandez,53,Bahrain,4,7,1,1,Fair,3,Mobile,Daily,Yes,Type answer environment.
4163,Christian Garcia,44,Gabon,4,4,3,1,Cheap,5,Mobile,Daily,Yes,
4164,Peter Allison,57,Bulgaria,5,9,2,3,Too Expensive,3,Mobile,Daily,No,
4165,April Jones,23,Oman,5,3,3,5,Too Expensive,5,Mobile,Weekly,Yes,Money especially avoid reason everything bar.
4166,Dillon White,52,Armenia,5,0,2,1,Too Expensive,3,Mobile,Weekly,Yes,
4167,Seth Griffin,52,New Caledonia,2,2,2,1,Too Expensive,5,Other,Daily,No,
4168,Heidi Cook,22,Burkina Faso,5,6,2,3,Fair,1,Mobile,Daily,Yes,
4169,Amanda Franklin,52,Western Sahara,1,6,4,3,Too Expensive,5,Mobile,Weekly,Yes,Strong listen tend walk.
4170,Ashley Chapman,20,Cambodia,3,1,4,5,Fair,2,Desktop,Daily,Yes,Next half mother part.
4171,Tiffany Wu,33,Guadeloupe,2,4,3,3,Fair,1,Desktop,Daily,No,
4172,Edward Butler,21,Slovakia (Slovak Republic),3,6,3,1,Fair,4,Desktop,Daily,No,
4173,Perry Reyes,37,Sao Tome and Principe,4,1,2,2,Too Expensive,3,Mobile,Daily,Yes,
4174,Tammy Sloan,58,Turks and Caicos Islands,3,1,3,3,Fair,2,Mobile,Daily,No,
4175,Anita Mejia,49,Iceland,1,7,5,1,Fair,1,Desktop,Daily,Yes,
4176,Sandra Morris,40,Indonesia,5,1,5,5,Cheap,2,Mobile,Weekly,No,
4177,Amber Hill,36,Kenya,2,2,1,4,Fair,5,Desktop,Weekly,No,
4178,James Beard,46,Lao People's Democratic Republic,5,8,4,4,Fair,3,Other,Monthly,Yes,
4179,Heather Martin,27,Timor-Leste,4,7,2,3,Fair,3,Mobile,Daily,No,
4180,Tanya Schmitt,24,Germany,2,2,3,1,Fair,5,Mobile,Daily,Yes,
4181,Jessica Wright,58,Burundi,4,8,1,4,Fair,3,Mobile,Daily,No,
4182,Linda Cline,52,Benin,1,5,1,2,Fair,3,Mobile,Weekly,Yes,Evidence enjoy agent beautiful then.
4183,Anne Morales,52,Oman,2,6,3,1,Fair,5,Mobile,Rarely,Yes,Experience every fear rest side.
4184,Catherine Lee,44,Niger,5,5,2,2,Fair,4,Mobile,Daily,No,Free over human movie test PM.
4185,Katie Mccall,45,Samoa,4,10,1,2,Too Expensive,4,Mobile,Rarely,Yes,Partner ball consider.
4186,Mary Hopkins,25,French Polynesia,1,5,4,4,Fair,3,Mobile,Weekly,Yes,
4187,Hunter Irwin,58,Fiji,3,9,2,2,Fair,1,Mobile,Weekly,Yes,
4188,John Williams,28,Argentina,1,5,3,5,Fair,2,Smart Speaker,Weekly,No,
4189,Jamie Weeks,25,Tajikistan,2,5,3,3,Fair,3,Desktop,Weekly,Yes,Family exist however simply.
4190,Dr. Isaac Cummings,39,Italy,5,3,2,1,Too Expensive,4,Smart Speaker,Daily,No,Indicate task either poor.
4191,Jennifer White,54,Estonia,5,2,5,5,Fair,5,Desktop,Daily,Yes,Method smile hot question.
4192,Sharon Jenkins,51,Mauritania,3,10,5,3,Too Expensive,3,Mobile,Weekly,No,
4193,Stephanie Santiago,42,Tunisia,5,9,1,2,Too Expensive,3,Mobile,Daily,Yes,
4194,Cynthia Park,37,Ghana,4,9,3,3,Fair,4,Mobile,Daily,No,
4195,Tara Cochran,28,Argentina,2,2,4,2,Fair,5,Smart Speaker,Daily,No,
4196,Kimberly Ballard,51,Djibouti,3,5,2,4,Cheap,1,Mobile,Daily,Yes,
4197,Matthew Young,22,Trinidad and Tobago,5,2,1,2,Too Expensive,2,Desktop,Daily,No,
4198,Mrs. Emily Hill,53,Kenya,4,4,5,5,Fair,5,Desktop,Daily,Yes,
4199,Nathaniel Cook,42,Niger,1,1,1,3,Fair,3,Mobile,Daily,Yes,Large behind less put consider consider wait.
4200,Nancy Hanna,46,Saint Helena,1,10,4,3,Fair,5,Smart Speaker,Weekly,Yes,Leave worker for help.
4201,Travis Ortega,51,Falkland Islands (Malvinas),3,3,1,5,Fair,4,Mobile,Weekly,Yes,
4202,Scott Carter,48,Serbia,3,8,2,5,Fair,4,Desktop,Daily,Yes,Law away choose benefit benefit.
4203,Joseph Webb,54,Belarus,4,0,4,3,Fair,2,Mobile,Daily,Yes,
4204,David Woods,24,Falkland Islands (Malvinas),4,8,5,4,Fair,4,Mobile,Daily,No,
4205,Mrs. Angela Sawyer,26,Benin,5,10,1,4,Fair,4,Mobile,Daily,Yes,
4206,Darryl Garcia,50,Argentina,5,3,2,2,Fair,1,Mobile,Daily,Yes,
4207,Amanda Alexander,35,Albania,2,7,4,5,Too Expensive,2,Desktop,Daily,No,
4208,Melissa Richardson,40,Mongolia,5,3,4,1,Too Expensive,5,Mobile,Daily,No,
4209,Antonio Hanson,40,Italy,2,9,4,1,Too Expensive,1,Mobile,Daily,No,Pick good middle bring civil.
4210,Amanda Cox,54,Russian Federation,5,4,1,4,Too Expensive,4,Desktop,Daily,No,
4211,Olivia Mason,20,South Georgia and the South Sandwich Islands,3,7,5,2,Too Expensive,4,Mobile,Daily,Yes,Federal several through whether full.
4212,Zachary Marquez,22,Cuba,3,2,2,1,Fair,1,Mobile,Daily,No,
4213,Roberto King,59,Slovakia (Slovak Republic),5,10,2,4,Fair,4,Mobile,Daily,Yes,Option down sometimes economy direction well.
4214,Aaron Ortega,53,Netherlands,1,3,4,4,Fair,4,Desktop,Daily,No,Than leg drop reduce top strong.
4215,Scott Wilson,35,Kuwait,2,10,1,2,Too Expensive,4,Mobile,Daily,Yes,Try build use organization important product accept.
4216,Michael Spence,18,Netherlands,4,7,5,2,Fair,1,Mobile,Weekly,No,
4217,Angela Cain,39,Macao,1,8,5,4,Too Expensive,4,Mobile,Daily,Yes,Allow young happy would sound Republican.
4218,Adam Moran,36,Dominican Republic,2,8,1,1,Fair,2,Smart Speaker,Weekly,Yes,
4219,Shelby Small,39,Reunion,3,1,2,1,Fair,2,Mobile,Daily,Yes,
4220,Mark Carter,39,Netherlands,2,4,5,4,Fair,2,Mobile,Daily,No,
4221,Amanda Hartman,34,Vietnam,3,7,2,3,Too Expensive,1,Other,Weekly,Yes,
4222,Richard Dixon,43,Serbia,5,3,5,4,Cheap,3,Mobile,Daily,No,
4223,Charles Wright,45,French Polynesia,4,4,2,1,Too Expensive,3,Mobile,Daily,Yes,
4224,Lori Mcdowell,59,Jordan,3,10,1,4,Too Expensive,4,Mobile,Daily,Yes,
4225,Marilyn Barnes,27,Cook Islands,4,9,2,1,Fair,3,Desktop,Daily,No,Old send general professor avoid like want another.
4226,Tammy Nichols,34,Djibouti,5,10,4,5,Fair,4,Mobile,Daily,No,Capital participant machine shoulder expert.
4227,Gregory Hamilton,20,Nepal,2,0,3,2,Fair,4,Mobile,Daily,Yes,Parent soldier size.
4228,Kathleen Johnson,23,Mongolia,4,2,5,3,Cheap,5,Smart Speaker,Weekly,Yes,
4229,James Charles,33,Netherlands,3,10,5,3,Fair,3,Desktop,Weekly,No,Simply score wide.
4230,Amber Kaufman,36,British Virgin Islands,3,4,4,2,Fair,5,Mobile,Daily,Yes,Still inside floor.
4231,Bryan Garrett,52,Saint Lucia,1,8,3,2,Fair,3,Other,Daily,Yes,
4232,Kelly Lopez,50,Ethiopia,2,8,1,3,Fair,3,Mobile,Daily,No,
4233,Deborah Gonzalez,34,Palestinian Territory,5,3,5,3,Fair,1,Mobile,Daily,Yes,
4234,Jessica Fisher,28,Cayman Islands,5,0,2,2,Fair,3,Mobile,Rarely,Yes,Where new major item personal apply answer.
4235,Kimberly Nguyen,51,Palau,4,2,1,1,Too Expensive,5,Mobile,Weekly,Yes,
4236,Leonard Porter PhD,34,Tuvalu,4,0,5,1,Too Expensive,5,Desktop,Daily,No,
4237,Jessica Johnson,20,French Guiana,2,3,5,4,Too Expensive,2,Mobile,Daily,Yes,
4238,Dylan Hernandez,48,Bolivia,2,9,5,3,Cheap,4,Mobile,Weekly,No,
4239,Jessica Willis,41,Nepal,2,8,4,5,Too Expensive,5,Mobile,Daily,Yes,
4240,Sara Garcia,37,Serbia,1,1,4,5,Fair,4,Desktop,Daily,No,
4241,Erika Riley,21,Kenya,5,10,1,3,Fair,1,Desktop,Weekly,No,Feeling program worker thank remember consider threat.
4242,Rachel Williams,42,Bahrain,3,5,5,4,Fair,4,Mobile,Daily,No,
4243,Matthew Jones,18,Botswana,4,10,2,4,Fair,4,Mobile,Daily,Yes,
4244,Katherine Lopez,36,Cape Verde,3,1,2,1,Too Expensive,3,Other,Rarely,Yes,Traditional focus international rise including well.
4245,Amber Carter,34,Antigua and Barbuda,5,10,5,1,Cheap,1,Mobile,Daily,Yes,Least police general together.
4246,Diana Herrera,39,Uruguay,2,2,5,1,Too Expensive,5,Mobile,Weekly,No,
4247,Andrea Ellis,49,Belarus,3,5,3,2,Cheap,5,Mobile,Daily,Yes,Style visit stay article tree program baby.
4248,Bradley Gonzalez,30,Uzbekistan,3,2,4,3,Too Expensive,5,Mobile,Daily,Yes,
4249,Shane Kerr,37,Macao,3,5,1,2,Fair,1,Mobile,Daily,Yes,
4250,Angela Bell,22,Montenegro,4,5,4,4,Too Expensive,1,Desktop,Daily,No,
4251,Paul Cook,57,Mongolia,5,6,1,5,Fair,3,Desktop,Daily,No,Who TV exactly young follow walk change.
4252,Brandon Smith,47,Slovenia,1,7,3,2,Fair,2,Mobile,Daily,Yes,
4253,Julie Pena,26,Ireland,1,2,3,2,Fair,5,Smart Speaker,Daily,No,
4254,Crystal Lewis,50,Ecuador,4,1,4,1,Fair,1,Mobile,Rarely,No,
4255,April Li,52,Palau,1,6,1,5,Fair,1,Mobile,Monthly,No,
4256,Steven Walters,59,British Virgin Islands,1,3,3,5,Fair,4,Desktop,Daily,No,
4257,Mark Roman,31,Northern Mariana Islands,5,4,3,4,Fair,4,Mobile,Daily,Yes,
4258,Joshua Horn,30,Norway,5,7,2,2,Too Expensive,1,Mobile,Daily,Yes,
4259,Jesse Torres,32,French Southern Territories,2,1,2,1,Fair,4,Desktop,Daily,No,
4260,Chloe Lee,40,Central African Republic,3,1,3,3,Too Expensive,5,Desktop,Daily,No,
4261,Cynthia Duncan,40,Guam,4,5,5,3,Fair,4,Mobile,Daily,Yes,
4262,Mr. Calvin Martinez III,42,Chad,4,0,3,5,Too Expensive,4,Other,Monthly,No,
4263,Pamela Parrish,24,Israel,1,10,2,2,Fair,4,Mobile,Rarely,Yes,
4264,Jasmine Mendoza,20,Grenada,1,8,4,4,Fair,3,Mobile,Daily,No,
4265,Cole Joyce,57,Australia,2,5,1,3,Too Expensive,2,Mobile,Daily,No,
4266,Kenneth Henry,50,United Kingdom,1,5,1,1,Fair,1,Mobile,Daily,No,Son floor contain ahead represent medical several.
4267,Allen Young,45,British Indian Ocean Territory (Chagos Archipelago),5,4,3,5,Fair,5,Mobile,Rarely,Yes,
4268,Krystal Rios,50,Kyrgyz Republic,3,9,5,4,Fair,1,Smart Speaker,Daily,No,
4269,Timothy Gonzalez,55,Sri Lanka,1,7,4,2,Fair,2,Other,Daily,Yes,Manage down can hundred daughter.
4270,Bruce Kirk,59,Norfolk Island,4,7,2,3,Too Expensive,3,Mobile,Daily,No,
4271,Jennifer Nash,52,Belarus,1,7,2,1,Too Expensive,1,Desktop,Daily,No,
4272,Scott Sanchez,32,Costa Rica,2,1,2,3,Fair,5,Desktop,Daily,Yes,
4273,Vincent Melton,43,Somalia,4,1,1,4,Fair,4,Desktop,Daily,No,
4274,William Weiss,43,Oman,4,3,2,1,Fair,5,Other,Weekly,No,
4275,Randy Lam,31,Gambia,5,4,5,5,Fair,5,Mobile,Weekly,No,Human read commercial off enjoy happy travel strong.
4276,Christine Miller,45,Thailand,4,0,1,3,Too Expensive,1,Mobile,Daily,Yes,
4277,Miranda Hicks,59,Martinique,4,8,5,5,Fair,1,Mobile,Weekly,No,
4278,Michelle Harris,54,Niue,3,6,1,4,Too Expensive,4,Mobile,Daily,Yes,
4279,Gabrielle Clarke,30,Honduras,2,3,2,1,Fair,5,Mobile,Daily,Yes,Listen especially figure design week job allow who.
4280,David Marshall,49,Samoa,1,2,2,3,Cheap,1,Mobile,Weekly,No,Discover main maybe common than cup about.
4281,William Morgan,21,Mauritania,4,4,5,3,Cheap,3,Smart Speaker,Daily,Yes,
4282,Theodore Nguyen,51,Senegal,2,1,1,2,Fair,2,Desktop,Daily,Yes,
4283,Ashley Glover,49,Kazakhstan,2,7,4,4,Fair,4,Mobile,Daily,No,
4284,Jonathan Jackson,30,South Georgia and the South Sandwich Islands,2,3,2,3,Cheap,4,Other,Weekly,Yes,
4285,Sarah Simon,18,Guadeloupe,4,5,1,4,Too Expensive,4,Mobile,Daily,Yes,Station let figure agent field as.
4286,Michael Allen,58,Latvia,1,4,3,5,Fair,5,Desktop,Daily,No,
4287,Martha Martinez,58,Syrian Arab Republic,5,4,5,2,Too Expensive,1,Mobile,Rarely,Yes,
4288,Benjamin Davis,34,Bermuda,4,5,5,5,Fair,1,Mobile,Daily,Yes,
4289,Gary Yang,22,British Indian Ocean Territory (Chagos Archipelago),2,7,2,4,Fair,1,Mobile,Daily,No,Hair everyone situation half away.
4290,Daniel Watkins,27,Sweden,2,1,2,2,Fair,5,Mobile,Weekly,Yes,
4291,Deborah Bonilla,31,Luxembourg,2,5,4,2,Fair,4,Mobile,Daily,Yes,
4292,Ms. Robin Knight MD,49,Togo,3,9,2,5,Fair,5,Smart Speaker,Daily,Yes,Avoid source price different sell say defense.
4293,Jaime Gutierrez,51,Belgium,2,0,3,5,Fair,3,Desktop,Daily,Yes,Early white peace get data player fast.
4294,Brittany Thompson,54,Falkland Islands (Malvinas),2,0,1,1,Fair,4,Mobile,Daily,Yes,
4295,Jamie Gordon,28,Nicaragua,1,0,1,2,Too Expensive,3,Smart Speaker,Daily,Yes,
4296,Dawn Henderson,40,China,2,6,1,2,Too Expensive,4,Mobile,Daily,Yes,
4297,Julie Hayes,18,United States of America,5,8,2,1,Too Expensive,5,Mobile,Daily,Yes,
4298,Tyler Payne,20,Korea,2,3,4,3,Too Expensive,4,Mobile,Daily,No,
4299,Danielle Vega,31,Japan,1,5,3,3,Cheap,4,Mobile,Daily,No,Population sport myself artist energy month.
4300,Sarah Rodriguez,46,Montserrat,2,6,4,3,Fair,2,Mobile,Daily,No,
4301,Scott Villa,29,Reunion,4,6,2,2,Too Expensive,5,Mobile,Daily,Yes,
4302,Patricia Floyd,21,Poland,2,2,5,2,Cheap,5,Mobile,Daily,Yes,Not current capital traditional.
4303,Ashley Deleon,32,Croatia,1,6,2,1,Fair,1,Mobile,Weekly,Yes,Today camera two family choose executive high.
4304,Nicole Edwards,49,Bolivia,5,3,3,4,Too Expensive,5,Mobile,Daily,Yes,
4305,Tammy Morrison,27,Norway,4,9,2,4,Fair,5,Mobile,Weekly,No,Yet interest whatever item make.
4306,Leslie Moore,56,Thailand,3,6,5,5,Fair,5,Mobile,Weekly,Yes,
4307,Francis Jacobs,55,Svalbard & Jan Mayen Islands,2,4,2,5,Cheap,4,Desktop,Daily,Yes,
4308,Casey Campbell,54,Colombia,3,4,2,5,Fair,2,Smart Speaker,Daily,No,
4309,Lori Allen,56,Belarus,5,10,2,5,Fair,3,Desktop,Daily,Yes,Woman amount away prepare new common.
4310,Scott Higgins,20,El Salvador,2,9,4,3,Too Expensive,1,Mobile,Rarely,No,
4311,Brent Oconnor,44,Bouvet Island (Bouvetoya),3,0,5,1,Fair,4,Mobile,Daily,Yes,
4312,Cristian Page,24,Lithuania,5,0,2,4,Cheap,4,Mobile,Weekly,Yes,
4313,Andrea Hawkins,26,South Georgia and the South Sandwich Islands,1,3,1,1,Too Expensive,3,Desktop,Daily,Yes,
4314,Nicole Strong,29,Senegal,4,7,2,5,Fair,4,Mobile,Daily,Yes,
4315,Sarah Sullivan,29,Mauritania,3,9,3,3,Too Expensive,5,Mobile,Weekly,Yes,Word evening avoid explain she reason office.
4316,Marcus Garcia,28,Uganda,2,8,2,2,Too Expensive,3,Mobile,Daily,Yes,
4317,Patrick Manning,43,Suriname,2,0,3,2,Fair,1,Mobile,Weekly,Yes,
4318,Danielle Smith,31,Mexico,4,4,5,3,Fair,3,Desktop,Weekly,Yes,
4319,Ann Cross,48,Burkina Faso,1,9,4,2,Fair,3,Mobile,Daily,No,
4320,Mark Heath,26,Bermuda,4,6,5,1,Cheap,1,Mobile,Rarely,Yes,Step economy activity actually over road third.
4321,Bethany White,23,Romania,3,1,4,4,Cheap,5,Mobile,Daily,Yes,
4322,Felicia Walton,37,Nicaragua,1,10,3,5,Fair,3,Mobile,Daily,No,
4323,Steven Cline,40,Nepal,2,6,3,3,Too Expensive,4,Mobile,Daily,No,
4324,Michelle Smith,34,Fiji,3,7,1,4,Fair,3,Mobile,Daily,No,
4325,Yvette Porter,49,Uganda,4,3,2,4,Fair,2,Other,Weekly,Yes,
4326,Edwin Wilson,37,Burkina Faso,4,9,1,4,Too Expensive,4,Mobile,Daily,No,
4327,Susan Gordon,19,Indonesia,5,7,3,4,Fair,5,Mobile,Weekly,Yes,Hit beautiful firm sing morning me relate.
4328,David Gutierrez,37,Ecuador,2,3,2,5,Too Expensive,4,Mobile,Weekly,No,
4329,Matthew Jenkins,43,Zimbabwe,3,10,5,2,Fair,3,Mobile,Daily,No,
4330,Cheyenne Kane,24,Iceland,5,3,5,1,Fair,4,Other,Weekly,Yes,Own growth teach skill reality agree.
4331,Courtney Davidson,18,Faroe Islands,2,4,5,2,Fair,5,Desktop,Daily,No,Lose plant investment month life.
4332,Matthew King,22,China,5,6,2,3,Fair,1,Desktop,Daily,No,Hold low soldier something.
4333,Sarah Wagner,51,Brazil,1,5,1,5,Fair,2,Desktop,Monthly,Yes,
4334,Lisa Williams,29,Israel,4,10,4,1,Fair,4,Mobile,Monthly,No,
4335,Jason Daniels,20,Slovenia,5,2,5,1,Too Expensive,3,Desktop,Daily,No,
4336,Bobby Brown,23,United Arab Emirates,4,0,3,2,Fair,2,Mobile,Rarely,Yes,American price garden member.
4337,Ashley Brown,54,Comoros,4,3,1,5,Too Expensive,1,Other,Daily,Yes,
4338,Michael Lopez,51,Western Sahara,5,6,5,4,Fair,2,Smart Speaker,Daily,Yes,
4339,Dr. Olivia Chambers,56,Turkey,4,3,4,1,Fair,1,Mobile,Weekly,No,
4340,Mr. Richard Harvey,29,Uzbekistan,1,1,1,3,Fair,4,Mobile,Rarely,No,Have avoid officer traditional leave speak.
4341,Mary Washington,46,Central African Republic,5,7,4,2,Too Expensive,2,Mobile,Daily,Yes,
4342,Tamara Curtis,39,Estonia,5,4,3,5,Fair,1,Mobile,Daily,Yes,
4343,Eric Hall,40,Taiwan,4,6,5,1,Fair,2,Mobile,Daily,Yes,
4344,Brooke Smith,41,French Southern Territories,3,5,3,4,Cheap,4,Mobile,Monthly,Yes,
4345,Bryan Moore,44,Costa Rica,3,1,2,1,Fair,2,Mobile,Daily,Yes,
4346,Joshua Barnes,42,Sri Lanka,5,4,3,5,Fair,5,Mobile,Daily,Yes,
4347,Raymond Barker,25,Iraq,3,4,2,3,Fair,4,Mobile,Daily,Yes,
4348,Gary Ortega,25,Algeria,1,1,1,3,Too Expensive,4,Mobile,Daily,No,Feeling full structure red.
4349,Jeremiah Payne,57,Congo,2,4,2,1,Too Expensive,3,Mobile,Daily,Yes,
4350,Bradley Rice,19,Turks and Caicos Islands,5,10,2,2,Too Expensive,1,Mobile,Weekly,Yes,
4351,Kelly Terry,32,Saint Martin,3,8,4,4,Fair,4,Desktop,Daily,No,
4352,Cynthia King,33,Honduras,2,5,1,2,Fair,5,Mobile,Daily,Yes,
4353,Emily Knox,56,Morocco,3,10,1,3,Fair,3,Desktop,Daily,Yes,First cover edge.
4354,Kyle Anderson,57,Saint Lucia,2,4,4,4,Fair,3,Mobile,Daily,Yes,
4355,Deanna Taylor,23,Kiribati,4,10,5,2,Too Expensive,3,Mobile,Weekly,No,Assume allow move between street sound.
4356,Robert Gonzalez,47,Chile,1,0,1,1,Cheap,3,Mobile,Weekly,Yes,Budget common evidence or above agent style.
4357,Jennifer Tucker,32,Heard Island and McDonald Islands,5,7,1,1,Too Expensive,4,Mobile,Daily,Yes,
4358,Chase Fischer,32,Qatar,4,5,5,2,Too Expensive,2,Mobile,Daily,Yes,
4359,Danny Bradford,46,Kenya,5,10,5,4,Fair,1,Mobile,Daily,Yes,
4360,Daniel Gutierrez,18,Libyan Arab Jamahiriya,5,2,1,3,Too Expensive,3,Mobile,Daily,No,Feel check while speak nearly.
4361,Christopher Cox,42,Madagascar,1,4,2,1,Fair,1,Mobile,Daily,Yes,
4362,William Williams,28,Djibouti,4,0,4,5,Fair,2,Mobile,Monthly,No,
4363,Patricia Lee,43,United States Minor Outlying Islands,2,6,4,4,Fair,5,Mobile,Daily,Yes,
4364,Jennifer Rodriguez,48,Zimbabwe,5,8,4,1,Fair,2,Mobile,Daily,Yes,
4365,Kimberly Marquez,41,Korea,2,3,2,4,Fair,5,Mobile,Daily,Yes,
4366,Shane Chavez,19,Marshall Islands,3,3,2,3,Too Expensive,1,Desktop,Weekly,Yes,
4367,Matthew Lopez,40,Tokelau,1,1,5,2,Too Expensive,4,Mobile,Daily,No,Serve hope develop yeah.
4368,Chelsea King,52,Saudi Arabia,2,0,4,4,Fair,2,Mobile,Daily,No,
4369,Sandra Gonzalez,37,Iran,4,4,2,3,Fair,3,Mobile,Daily,Yes,
4370,Mr. Gabriel Morrow,47,Mongolia,5,6,1,2,Cheap,1,Mobile,Daily,Yes,Tree matter gas various language.
4371,Hayley Roberts,47,Nepal,2,3,5,2,Fair,5,Other,Weekly,Yes,
4372,Michael Francis,25,Norfolk Island,1,2,3,1,Too Expensive,1,Desktop,Daily,Yes,
4373,Mark Scott,27,Aruba,5,8,2,5,Fair,5,Mobile,Weekly,Yes,
4374,Tonya Lucas,32,Madagascar,4,2,2,3,Too Expensive,4,Mobile,Daily,Yes,
4375,Kim Bates,29,Haiti,3,8,1,2,Fair,4,Desktop,Daily,Yes,
4376,Laura Werner,58,Gambia,4,8,5,2,Fair,1,Desktop,Weekly,Yes,
4377,Ana Pierce,54,Seychelles,4,0,5,3,Fair,2,Mobile,Daily,No,
4378,Kelly Donovan,42,Australia,3,8,4,3,Fair,4,Mobile,Daily,No,
4379,Debra Hamilton,23,Equatorial Guinea,2,1,1,2,Too Expensive,2,Mobile,Daily,No,
4380,Crystal Phillips,18,Italy,3,5,1,3,Fair,2,Other,Daily,Yes,
4381,Tracey Dudley,20,Bhutan,4,3,3,5,Fair,5,Mobile,Daily,No,Stand make raise inside help.
4382,John Dillon,32,Sweden,3,7,5,5,Too Expensive,1,Desktop,Weekly,Yes,Attack business probably.
4383,Melissa Greer,59,Zimbabwe,5,6,1,3,Fair,2,Mobile,Weekly,Yes,
4384,Jordan Gonzales,49,Rwanda,4,7,2,4,Fair,5,Mobile,Daily,Yes,
4385,Rebecca Barrett,39,Austria,3,8,2,5,Too Expensive,4,Mobile,Daily,Yes,
4386,Derrick Garcia,43,Congo,5,8,3,3,Too Expensive,5,Mobile,Daily,Yes,Republican agreement tough either.
4387,Angela Perry,26,Seychelles,1,3,2,5,Too Expensive,5,Mobile,Weekly,Yes,Star suffer four plant huge.
4388,Marilyn Ingram,33,Greece,2,7,1,5,Too Expensive,5,Mobile,Daily,No,
4389,James Taylor,34,France,3,10,2,3,Fair,3,Mobile,Weekly,Yes,Season her least under fine spend.
4390,Stacy Espinoza,27,Madagascar,1,10,4,4,Fair,4,Mobile,Daily,Yes,Offer hospital animal bar.
4391,Jessica Briggs,57,Bosnia and Herzegovina,3,5,1,4,Too Expensive,1,Other,Daily,No,
4392,Jeffrey Delacruz,44,Venezuela,1,4,4,3,Too Expensive,3,Mobile,Daily,Yes,
4393,Rebecca Brady,58,Saint Pierre and Miquelon,4,10,5,1,Fair,3,Mobile,Daily,No,
4394,Christine Kelley,52,Saint Martin,5,1,1,2,Fair,1,Mobile,Daily,No,
4395,Scott Robbins,44,Niue,4,9,4,3,Too Expensive,5,Smart Speaker,Weekly,Yes,
4396,Joseph Owens,25,Gambia,4,5,3,2,Fair,3,Mobile,Weekly,Yes,
4397,Charles Logan,48,Ethiopia,2,1,2,3,Fair,4,Mobile,Daily,No,
4398,Mrs. Megan Carpenter,40,Austria,2,4,5,2,Too Expensive,2,Mobile,Daily,No,Green attorney under throw.
4399,David Marshall,49,Cyprus,4,9,2,5,Too Expensive,4,Mobile,Daily,No,Husband five campaign.
4400,Wesley Hoffman,33,Denmark,4,6,4,2,Too Expensive,5,Desktop,Daily,Yes,The art interest stuff often.
4401,Sean Jones,23,Faroe Islands,1,1,1,2,Too Expensive,4,Mobile,Daily,Yes,
4402,Cory Kelly,39,Israel,2,1,4,2,Fair,5,Mobile,Daily,Yes,Plan wind only quickly pass discover region rather.
4403,Kevin Bauer,48,Nauru,5,0,5,1,Fair,3,Mobile,Daily,Yes,
4404,Sonia Gonzales,21,Ecuador,2,8,4,2,Fair,4,Mobile,Monthly,No,Open somebody animal until foreign fight.
4405,Patricia Joyce,36,El Salvador,3,7,5,2,Too Expensive,5,Mobile,Weekly,No,
4406,Julian Carter DDS,44,Mozambique,2,3,5,4,Too Expensive,1,Smart Speaker,Weekly,Yes,Last foreign debate someone economic art space arm.
4407,Stephanie Rodriguez,54,United Kingdom,2,4,2,1,Fair,5,Mobile,Weekly,Yes,Too one four buy.
4408,Jordan Johnson,35,Greenland,2,1,3,4,Too Expensive,3,Mobile,Rarely,No,
4409,Robert Lang,33,Andorra,4,3,1,5,Fair,5,Mobile,Weekly,Yes,Move door open road Democrat may whose race.
4410,Michelle Whitaker,51,Macao,3,2,3,1,Fair,5,Mobile,Daily,No,
4411,Melinda Gray,42,Barbados,5,2,5,5,Cheap,1,Mobile,Daily,No,
4412,Tyler Murphy,33,American Samoa,3,7,5,5,Too Expensive,2,Other,Daily,Yes,Plan argue table paper series nearly.
4413,Sarah Hinton,29,Suriname,1,4,5,5,Fair,3,Desktop,Daily,Yes,Prove new interest record start.
4414,Philip Saunders,41,Mozambique,4,5,2,5,Too Expensive,2,Other,Daily,No,Thank hard tonight property admit character.
4415,Kristina Foster,34,France,4,8,3,3,Fair,5,Desktop,Daily,No,
4416,Suzanne Jones,46,Norway,2,7,4,5,Fair,3,Mobile,Daily,Yes,
4417,Tracy Taylor,24,Marshall Islands,3,3,2,5,Fair,4,Mobile,Daily,Yes,
4418,Scott Mosley,50,Italy,3,5,2,1,Fair,1,Mobile,Daily,Yes,Look rich generation truth go they.
4419,Tara Soto,32,Nepal,5,6,1,3,Too Expensive,3,Mobile,Daily,No,Mrs player film newspaper front over.
4420,Frank Arnold,45,Namibia,3,6,4,1,Too Expensive,4,Other,Weekly,Yes,
4421,Thomas Hall DDS,19,United Kingdom,2,4,1,2,Too Expensive,4,Mobile,Daily,Yes,
